,osm_id,name,highway,railway,amenity,operator,parking,surface,tunnel,bridge,smoothness,width,capacity,layer,public_tra,aeroway,building,barrier,oneway,geometry,names,clean_name,clean_name2,genero,_merge
20426,126390034.0,Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0482738 -11.9436219, -77.04812939999999 -11.943638, -77.0475963 -11.9436739, -77.04703170000001 -11.9437308, -77.0464829 -11.9437707, -77.04595809999999 -11.9438245, -77.0454261 -11.9438762, -77.0449002 -11.9439328)",Santa Rosa,"['santa', 'rosa']","['santa', 'rosa']",f,both
20471,126728964.0,Avenida María Reiche,primary,,,,,paved,,,,,,,,,,,no,"LINESTRING (-76.9330836 -12.2480709, -76.9329929 -12.2479582, -76.9323873 -12.2472058, -76.9320603 -12.2467994, -76.9319385 -12.2466633, -76.9318914 -12.2466216, -76.9318329 -12.2465951, -76.9317662 -12.2465767, -76.9316944 -12.2465709, -76.93162 -12.2465808, -76.93132009999999 -12.2466435, -76.9308489 -12.2467404, -76.9308343 -12.2467434, -76.93036789999999 -12.2468344, -76.9303228 -12.2468403, -76.9300927 -12.2468702, -76.9298139 -12.2469053, -76.9297821 -12.2469093, -76.9294759 -12.2469478, -76.9287834 -12.2470458, -76.9285988 -12.2470719, -76.9284928 -12.2470869, -76.92823850000001 -12.2471229, -76.92799050000001 -12.2471489, -76.9277712 -12.2471614, -76.9275288 -12.2471673, -76.9272284 -12.2471673, -76.92662129999999 -12.24717, -76.9264222 -12.247159, -76.9261733 -12.2471414, -76.9258438 -12.2471018, -76.92530859999999 -12.2470097)",Avenida María Reiche,"['avenida', 'maria', 'reiche']","['maria', 'reiche']",f,both
20491,126860250.0,Avenida Micaela Bastidas,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9565752 -12.191276, -76.95654879999999 -12.1913226, -76.9560482 -12.1921883, -76.9555804 -12.1929556, -76.95535270000001 -12.1933287, -76.9553169 -12.193391, -76.955073 -12.1937928, -76.9546108 -12.1945872, -76.95413720000001 -12.1953635, -76.9538908 -12.1957637, -76.9538434 -12.195844, -76.9536986 -12.1960965, -76.9534424 -12.1965171, -76.9529804 -12.197277, -76.9525141 -12.198047, -76.952279 -12.1984373, -76.9522394 -12.1985029, -76.9520497 -12.1988203, -76.95156059999999 -12.1996383, -76.9508249 -12.200855, -76.9507832 -12.2009225, -76.9505516 -12.2012952, -76.9500695 -12.2020712, -76.949607 -12.2028501, -76.9493308 -12.2033211, -76.94924709999999 -12.2034665, -76.94911519999999 -12.2036958)",Avenida Micaela Bastidas,"['avenida', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
20545,127157844.0,Pasaje Santa Anita,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.01392250000001 -12.1932682, -77.0141752 -12.1932982, -77.01434039999999 -12.1933211, -77.01439499999999 -12.1932963, -77.0144457 -12.1932658, -77.014504 -12.1931914, -77.0146752 -12.1929154, -77.0148095 -12.1926892, -77.01489100000001 -12.1925648, -77.01492519999999 -12.1925127, -77.0151288 -12.1923725, -77.0153279 -12.1922549, -77.01553149999999 -12.1921146, -77.0156843 -12.1919698, -77.0158139 -12.1917708, -77.0160407 -12.1913953, -77.0161718 -12.1911382, -77.0162153 -12.1909601, -77.0162299 -12.1907307, -77.01622190000001 -12.1906367)",Pasaje Santa Anita,"['pasaje', 'santa', 'anita']","['santa', 'anita']",f,both
20573,127157877.0,Calle Soledad,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.01084109999999 -12.1985765, -77.0112876 -12.1982879, -77.0116623 -12.1980412, -77.011757 -12.1979789)",Calle Soledad,"['calle', 'soledad']",['soledad'],f,both
20587,127157892.0,Calle Margarita,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0115279 -12.2006282, -77.01201949999999 -12.201176, -77.01232229999999 -12.2016122, -77.01265290000001 -12.2020954)",Calle Margarita,"['calle', 'margarita']",['margarita'],f,both
20600,127168238.0,Avenida Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0224075 -12.1902353, -77.02260560000001 -12.1906443, -77.0228271 -12.1910388, -77.0230364 -12.1914097, -77.0230881 -12.1914998, -77.0234909 -12.1917078, -77.0239213 -12.1919065, -77.0242422 -12.1920592, -77.0246442 -12.1922451, -77.024742 -12.1922922, -77.0250664 -12.1924476, -77.0251495 -12.1924907, -77.02546820000001 -12.1926502, -77.0259027 -12.1928619, -77.02634810000001 -12.1930516, -77.02681149999999 -12.1932759, -77.02714659999999 -12.1934452, -77.0273878 -12.1935689, -77.02747220000001 -12.1936214, -77.0277789 -12.1938577, -77.0278777 -12.1939844, -77.0280459 -12.1942024, -77.0283036 -12.1944982)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
20618,127348954.0,Pasaje Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.08366700000001 -12.0637986, -77.083377 -12.0638834, -77.08320860000001 -12.0639258, -77.08313219999999 -12.0639432, -77.08311260000001 -12.0639469, -77.0830923 -12.0639494, -77.0830699 -12.0639512, -77.0830457 -12.0639508, -77.0829846 -12.0639487, -77.08297880000001 -12.063948, -77.0829725 -12.0639472, -77.08271120000001 -12.0638999, -77.08270280000001 -12.0638982, -77.0826935 -12.063897, -77.0826801 -12.0638963, -77.08253879999999 -12.0638909, -77.0822745 -12.0638784, -77.08221039999999 -12.0638752)",Pasaje Santa Rosa,"['pasaje', 'santa', 'rosa']","['santa', 'rosa']",f,both
20634,127435715.0,Santa Catalina,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0946416 -12.0225403, -77.0941739 -12.0227775, -77.0939073 -12.0229021, -77.0936478 -12.0230278, -77.0933699 -12.0231687)",Santa Catalina,"['santa', 'catalina']","['santa', 'catalina']",f,both
20726,127704276.0,Santa rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9744372 -12.1389628, -76.9743661 -12.1392029, -76.9743404 -12.139267, -76.9743077 -12.1393115, -76.9742607 -12.1393755, -76.97423929999999 -12.139434, -76.97424220000001 -12.1394911, -76.9742572 -12.1395452, -76.9742914 -12.1396559, -76.97428859999999 -12.1397879, -76.97425010000001 -12.1400353, -76.9742123 -12.1402572, -76.9740989 -12.1406005, -76.9739666 -12.1409423, -76.97383790000001 -12.1412746, -76.97381249999999 -12.1413401, -76.97359830000001 -12.1417969, -76.9735371 -12.14196, -76.9735038 -12.1421531, -76.9734509 -12.1422537, -76.9733119 -12.1424032, -76.97306759999999 -12.1426815, -76.9728068 -12.1429682)",Santa rosa,"['santa', 'rosa']","['santa', 'rosa']",f,both
20763,127704324.0,Avenida A La Rosa,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9749841 -12.1424338, -76.974728 -12.1427072, -76.9746562 -12.1427839)",Avenida A La Rosa,"['avenida', 'a', 'la', 'rosa']","['a', 'rosa']",f,both
20790,127873587.0,Calle Loma Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9893825 -12.1361789, -76.98901499999999 -12.1349388)",Calle Loma Rosa,"['calle', 'loma', 'rosa']","['loma', 'rosa']",f,both
20796,127873593.0,Calle Loma Santa,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-76.9852636 -12.1342776, -76.9848429 -12.1331721)",Calle Loma Santa,"['calle', 'loma', 'santa']","['loma', 'santa']",f,both
20814,127873616.0,Calle Loma Blanca,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9891279 -12.1337565, -76.9887076 -12.1325896, -76.988404 -12.1317467, -76.9882367 -12.1312812)",Calle Loma Blanca,"['calle', 'loma', 'blanca']","['loma', 'blanca']",f,both
20818,127873620.0,Calle Loma Rita,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-76.9860487 -12.1340787, -76.9860039 -12.13409, -76.9852636 -12.1342776, -76.9847468 -12.1344086)",Calle Loma Rita,"['calle', 'loma', 'rita']","['loma', 'rita']",f,both
20820,127873622.0,Calle Loma de Las Amarilis,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.98512359999999 -12.1480978, -76.9850137 -12.1478938, -76.98491660000001 -12.1476048, -76.98489840000001 -12.1474798, -76.98488930000001 -12.147417)",Calle Loma de Las Amarilis,"['calle', 'loma', 'de', 'las', 'amarilis']","['loma', 'amarilis']",f,both
20822,127873625.0,Calle Loma Clara,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9899085 -12.1360969, -76.9893825 -12.1361789, -76.98888599999999 -12.1362596, -76.9881093 -12.1363859)",Calle Loma Clara,"['calle', 'loma', 'clara']","['loma', 'clara']",f,both
20827,127873630.0,Calle Magda Portal,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-76.9871954 -12.1448313, -76.98653539999999 -12.1457145, -76.9864386 -12.1458034, -76.98635059999999 -12.1458608, -76.9862715 -12.1458792)",Calle Magda Portal,"['calle', 'magda', 'portal']","['magda', 'portal']",f,both
20840,127873645.0,Jirón Loma Linda,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.98949020000001 -12.1348195, -76.98901499999999 -12.1349388, -76.98853680000001 -12.1350633, -76.98824020000001 -12.1351398, -76.98792090000001 -12.1352198, -76.98744309999999 -12.1353395, -76.9869274 -12.1354585)",Jirón Loma Linda,"['jiron', 'loma', 'linda']","['loma', 'linda']",f,both
20854,127873659.0,Jirón Loma del Pilar,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-76.9893371 -12.1343167, -76.98949020000001 -12.1348195, -76.9897193 -12.1354864, -76.9899085 -12.1360969, -76.9900367 -12.1365796, -76.9900708 -12.1366825, -76.9902043 -12.1371803, -76.9904378 -12.137968, -76.9904963 -12.1381743, -76.99064989999999 -12.1386552, -76.9908181 -12.1392036)",Jirón Loma del Pilar,"['jiron', 'loma', 'del', 'pilar']","['loma', 'pilar']",f,both
20890,128926492.0,Calle Sandy,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.92632570000001 -12.0909928, -76.9262198 -12.0909862, -76.92583190000001 -12.0910487, -76.92375389999999 -12.0913955, -76.92313489999999 -12.0915126)",Calle Sandy,"['calle', 'sandy']",['sandy'],f,both
20893,128926495.0,Calle Victoria,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.92489449999999 -12.0932814, -76.9249203 -12.0938523, -76.92495630000001 -12.0943997, -76.92496130000001 -12.0944764, -76.9250466 -12.0946923, -76.9250586 -12.094726, -76.9252769 -12.0952017, -76.92539619999999 -12.0954753, -76.9254176 -12.0955914, -76.9254134 -12.0957645)",Calle Victoria,"['calle', 'victoria']",['victoria'],f,both
20894,128926496.0,Calle Mara Caibo,living_street,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9250466 -12.0946923, -76.9253324 -12.0945734, -76.9254559 -12.0945553, -76.92607409999999 -12.0944897, -76.9265971 -12.0942865)",Calle Mara Caibo,"['calle', 'mara', 'caibo']","['mara', 'caibo']",f,both
20938,129281466.0,Perricholi,residential,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.0312717 -12.0912906, -77.03139349999999 -12.0914558, -77.0314283 -12.0915003, -77.0318034 -12.0919804)",Perricholi,['perricholi'],['perricholi'],f,both
20971,129466110.0,Avenida La Merced,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.00947410000001 -12.1276724, -77.00944939999999 -12.1275516)",Avenida La Merced,"['avenida', 'la', 'merced']",['merced'],f,both
20974,129466114.0,Avenida La Merced,secondary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.0096143 -12.1277157, -77.00966579999999 -12.1279924, -77.0096896 -12.1282613, -77.00964690000001 -12.1287093)",Avenida La Merced,"['avenida', 'la', 'merced']",['merced'],f,both
21091,129902209.0,Avenida Belén,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0480254 -12.1028556, -77.04802220000001 -12.1029416)",Avenida Belén,"['avenida', 'belen']",['belen'],f,both
21095,129962491.0,Calle Alameda Santa Lucia de Conchan,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0132014 -12.210342, -77.01242480000001 -12.210256, -77.01122839999999 -12.2101087)",Calle Alameda Santa Lucia de Conchan,"['calle', 'alameda', 'santa', 'lucia', 'de', 'conchan']","['alameda', 'santa', 'lucia', 'conchan']",f,both
21124,130228020.0,Malecón de la Marina,residential,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.043802 -12.1189006, -77.0439629 -12.1184974)",Malecón de la Marina,"['malecon', 'de', 'la', 'marina']","['malecon', 'marina']",f,both
21159,130774484.0,Mercedes Gallaguer,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0755382 -12.0226684, -77.07516800000001 -12.0224664, -77.0748179 -12.0222941, -77.0747549 -12.0222634)",Mercedes Gallaguer,"['mercedes', 'gallaguer']","['mercedes', 'gallaguer']",f,both
21160,130774485.0,Flora Tristan,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0795129 -12.0218659, -77.079065 -12.0220664, -77.07863589999999 -12.0222586, -77.0784738 -12.0223311, -77.0782064 -12.0224509, -77.07800589999999 -12.0225406, -77.077574 -12.022734, -77.07714850000001 -12.0229246)",Flora Tristan,"['flora', 'tristan']","['flora', 'tristan']",f,both
21261,132043702.0,Micaela Bastidas,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0856826 -12.0440812, -77.0866152 -12.0441626, -77.0869577 -12.0441896, -77.08733410000001 -12.0442234)",Micaela Bastidas,"['micaela', 'bastidas']","['micaela', 'bastidas']",f,both
21389,143540677.0,Calle Santa Ana,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.87968650000001 -12.0943039, -76.8793502 -12.0943287, -76.8791545 -12.0943431, -76.8790498 -12.0943455, -76.8790418 -12.0944519, -76.87918689999999 -12.0945755, -76.8793347 -12.0948816, -76.87938320000001 -12.0950395, -76.8795593 -12.0952025, -76.87963999999999 -12.0953637, -76.8797829 -12.0956492, -76.8797534 -12.0957982, -76.8797685 -12.0960743, -76.8798018 -12.0963304, -76.8798919 -12.0966048, -76.87992939999999 -12.0968293, -76.87990480000001 -12.0968843, -76.8797187 -12.0971759, -76.879537 -12.0974965, -76.8793694 -12.0978093, -76.8792164 -12.098094, -76.8791848 -12.0981596, -76.87904639999999 -12.0984304, -76.87890899999999 -12.0987115, -76.87882159999999 -12.0989698)",Calle Santa Ana,"['calle', 'santa', 'ana']","['santa', 'ana']",f,both
21520,143704915.0,Avenida Mama Ocllo,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9250631 -12.1829259, -76.9241348 -12.1825086, -76.92399109999999 -12.182444, -76.9232315 -12.1821269)",Avenida Mama Ocllo,"['avenida', 'mama', 'ocllo']","['mama', 'ocllo']",f,both
21527,143704944.0,Avenida Mama Ocllo,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9301832 -12.1853415, -76.9293953 -12.1849795, -76.9287178 -12.1846954, -76.9279497 -12.1843562, -76.92694659999999 -12.1839138)",Avenida Mama Ocllo,"['avenida', 'mama', 'ocllo']","['mama', 'ocllo']",f,both
21534,143704971.0,Jirón María Parado de Bellido,residential,,,,,ground,,,,,,,,,,,,"LINESTRING (-76.9230215 -12.1944338, -76.921815 -12.1937039, -76.9206109 -12.1929582)",Jirón María Parado de Bellido,"['jiron', 'maria', 'parado', 'de', 'bellido']","['maria', 'parado', 'bellido']",f,both
21663,143779057.0,Pasaje Libertad,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-76.964332 -12.1778209, -76.9644519 -12.178259)",Pasaje Libertad,"['pasaje', 'libertad']",['libertad'],f,both
21731,143867392.0,Calle Santa Margarita,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9040866 -12.0823063, -76.9040219 -12.0832217, -76.9040182 -12.0833097, -76.90382099999999 -12.0858886, -76.9038106 -12.0860248, -76.90379969999999 -12.0861532)",Calle Santa Margarita,"['calle', 'santa', 'margarita']","['santa', 'margarita']",f,both
21770,143917122.0,Avenida Flora Tristán,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9408352 -12.0728141, -76.94075650000001 -12.0728378, -76.9404342 -12.0728655, -76.94029949999999 -12.0728905, -76.9401622 -12.0729309, -76.9400593 -12.0729858, -76.9399914 -12.0730761, -76.93987129999999 -12.073202, -76.9397723 -12.0733737, -76.9397352 -12.0734777, -76.93971209999999 -12.0735423, -76.9396864 -12.0737873, -76.9395923 -12.0755308, -76.9395487 -12.0756901, -76.9394897 -12.075817)",Avenida Flora Tristán,"['avenida', 'flora', 'tristan']","['flora', 'tristan']",f,both
21822,144115879.0,Santa Rosa,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9571772 -12.0648291, -76.9564025 -12.0644535, -76.9559823 -12.0642499)",Santa Rosa,"['santa', 'rosa']","['santa', 'rosa']",f,both
21870,144148395.0,Estrella Polar,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9388472 -12.035271, -76.93943179999999 -12.035507, -76.939897 -12.0356947)",Estrella Polar,"['estrella', 'polar']","['estrella', 'polar']",f,both
22029,144244972.0,Santa Magdalena Sofía,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.96718660000001 -12.0728116, -76.9672295 -12.0727802, -76.9673153 -12.0726606, -76.9675457 -12.0723835, -76.9680827 -12.0716572, -76.9684333 -12.0711717)",Santa Magdalena Sofía,"['santa', 'magdalena', 'sofia']","['santa', 'magdalena', 'sofia']",f,both
22034,144244988.0,Avenida Santa Rosa,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.97855439999999 -12.06064, -76.97850149999999 -12.0608935, -76.9777399 -12.0621776, -76.9776184 -12.0622827)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
22048,144357323.0,Pasaje María Luisa,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0185961 -12.1426664, -77.01825169999999 -12.1418152)",Pasaje María Luisa,"['pasaje', 'maria', 'luisa']","['maria', 'luisa']",f,both
22073,146372456.0,La Merced,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9551139 -12.0560626, -76.9543149 -12.0555685, -76.9537016 -12.0552262, -76.95362969999999 -12.0551712, -76.9535915 -12.0551285, -76.9535551 -12.055082)",La Merced,"['la', 'merced']",['merced'],f,both
22192,149319691.0,Avenida Esmeralda,secondary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-76.9885654 -12.1076511, -76.9884198 -12.1078031, -76.98828279999999 -12.1078927, -76.98812789999999 -12.1079505, -76.9879652 -12.1079735, -76.9878446 -12.1079905, -76.9877899 -12.1079856, -76.9875017 -12.1079599, -76.98709890000001 -12.1079239, -76.9869856 -12.1079301, -76.9868783 -12.1079517, -76.98674 -12.1079936, -76.98660889999999 -12.1080217, -76.9865059 -12.1080385, -76.9863857 -12.1080469, -76.986214 -12.1080469, -76.9857514 -12.108029, -76.98487350000001 -12.1079599, -76.9847991 -12.107958, -76.98464180000001 -12.1079461)",Avenida Esmeralda,"['avenida', 'esmeralda']",['esmeralda'],f,both
22195,149320657.0,Avenida Esmeralda,residential,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-76.98866870000001 -12.1080427, -76.9886209 -12.1080393, -76.98808529999999 -12.1080056, -76.9878446 -12.1079905)",Avenida Esmeralda,"['avenida', 'esmeralda']",['esmeralda'],f,both
22205,150512219.0,Jirón Santa Jacinta,residential,,,,,,,,,,,,,,,,no,"LINESTRING (-77.07518949999999 -12.0617062, -77.075081 -12.0616809, -77.0749398 -12.061648, -77.07470840000001 -12.0616271, -77.07448580000001 -12.0616527, -77.0741933 -12.0617376)",Jirón Santa Jacinta,"['jiron', 'santa', 'jacinta']","['santa', 'jacinta']",f,both
22396,153736936.0,Calle Santa Mercedes,residential,,,,,ground,,,,,,,,,,,,"LINESTRING (-76.97096209999999 -12.2055042, -76.9704423 -12.205596, -76.9701934 -12.20564, -76.9697536 -12.2057177, -76.96931549999999 -12.2058028, -76.968851 -12.2058928, -76.96837720000001 -12.2059822, -76.9678127 -12.2060919, -76.96729929999999 -12.2061916)",Calle Santa Mercedes,"['calle', 'santa', 'mercedes']","['santa', 'mercedes']",f,both
22570,154488882.0,Calle Sarita Colonia,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.1229833 -12.0572758, -77.12250969999999 -12.0572223, -77.12237810000001 -12.0572061, -77.1218161 -12.0571368)",Calle Sarita Colonia,"['calle', 'sarita', 'colonia']","['sarita', 'colonia']",f,both
23160,158522374.0,Mar Coral,residential,,,,,asphalt,,,,,,,,,,,no,"LINESTRING (-76.97559 -12.0828435, -76.9746214 -12.082674)",Mar Coral,"['mar', 'coral']","['mar', 'coral']",f,both
23167,158598222.0,Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9735379 -12.1361278, -76.97290820000001 -12.1361176)",Santa Rosa,"['santa', 'rosa']","['santa', 'rosa']",f,both
23169,158609987.0,Santa María Eufrasia,secondary,,,,,,,,,,,,,,,,yes,"LINESTRING (-76.9744901 -12.0751752, -76.9744491 -12.075174, -76.9743722 -12.0751784, -76.9739647 -12.075339, -76.97384390000001 -12.0753957, -76.9736841 -12.0754137, -76.9735178 -12.0753036, -76.9724805 -12.0744473)",Santa María Eufrasia,"['santa', 'maria', 'eufrasia']","['santa', 'maria', 'eufrasia']",f,both
23659,159453233.0,Jirón Santa Eulalia,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9547231 -12.1546409, -76.9547767 -12.1545967, -76.9557186 -12.1538203)",Jirón Santa Eulalia,"['jiron', 'santa', 'eulalia']","['santa', 'eulalia']",f,both
23667,159453241.0,Jirón Santa María,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9550169 -12.154993, -76.95601240000001 -12.1541757)",Jirón Santa María,"['jiron', 'santa', 'maria']","['santa', 'maria']",f,both
23680,159453258.0,Calle María Parado de Bellido,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9580469 -12.1564045, -76.9578772 -12.1562175, -76.95756849999999 -12.1558676, -76.95727239999999 -12.1555343)",Calle María Parado de Bellido,"['calle', 'maria', 'parado', 'de', 'bellido']","['maria', 'parado', 'bellido']",f,both
23689,159453267.0,Jirón Santa Ana,residential,,,,,unpaved,,,,,,,,,,,,"LINESTRING (-76.9519787 -12.1568585, -76.95232300000001 -12.1565339, -76.9528748 -12.1560985, -76.9528907 -12.156086, -76.9534314 -12.1556547)",Jirón Santa Ana,"['jiron', 'santa', 'ana']","['santa', 'ana']",f,both
23694,159453272.0,Jirón Esmeralda,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.95194480000001 -12.1534646, -76.9523459 -12.1532214, -76.9529974 -12.152954, -76.9532195 -12.1528509, -76.9534357 -12.1527149, -76.9538562 -12.152384)",Jirón Esmeralda,"['jiron', 'esmeralda']",['esmeralda'],f,both
23806,160442466.0,Marbella,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.94390610000001 -12.0574761, -76.9438165 -12.057428, -76.9434608 -12.0572203, -76.94304289999999 -12.0569451, -76.9426873 -12.0566659, -76.94232599999999 -12.0563561)",Marbella,['marbella'],['marbella'],f,both
23830,160442527.0,Marbella,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.94092259999999 -12.0542831, -76.9411329 -12.0547153, -76.94169460000001 -12.0556271, -76.94199380000001 -12.0559708)",Marbella,['marbella'],['marbella'],f,both
23879,160684216.0,Santa Beatriz,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9651944 -12.1827624, -76.9647417 -12.1826025, -76.9643167 -12.1824554, -76.9641276 -12.1823899)",Santa Beatriz,"['santa', 'beatriz']","['santa', 'beatriz']",f,both
